,City,Country,Date,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Description
543,Aykhal,RU,2022-07-23 03:12:35,66.0,111.5,70.21,52.0,3.0,7.23,clear sky
544,Coquimbo,CL,2022-07-23 03:12:37,-29.9533,-71.3436,53.33,87.0,100.0,3.44,overcast clouds
545,Zambrow,PL,2022-07-23 03:12:38,52.9855,22.2432,63.95,91.0,0.0,4.61,clear sky
546,Semporna,MY,2022-07-23 03:12:41,4.4818,118.6112,85.32,66.0,94.0,3.44,overcast clouds
547,Namtsy,RU,2022-07-23 03:12:43,62.7161,129.6658,75.69,50.0,100.0,4.85,overcast clouds
548,Damghan,IR,2022-07-23 03:12:45,36.1683,54.348,78.21,48.0,0.0,4.88,clear sky
549,Nchelenge,ZM,2022-07-23 03:12:46,-9.3451,28.734,63.64,58.0,13.0,5.79,few clouds
550,Meadville,US,2022-07-23 03:12:48,41.6414,-80.1515,72.97,83.0,0.0,1.01,clear sky
551,Nola,CF,2022-07-23 03:12:50,40.922,14.5329,79.21,88.0,0.0,1.61,clear sky
552,Diego de almagro,CL,2022-07-23 03:12:52,-26.3667,-70.05,57.67,53.0,100.0,1.28,overcast clouds
553,Nyimba,ZM,2022-07-23 03:12:54,-14.5566,30.8149,63.72,59.0,71.0,6.13,broken clouds
554,Azovo,RU,2022-07-23 03:12:56,54.6997,73.0237,61.75,66.0,89.0,11.1,overcast clouds
555,Ouadda,CF,2022-07-23 03:12:59,8.0777,22.4007,64.47,99.0,98.0,2.57,overcast clouds
556,Siguiri,GN,2022-07-23 03:13:01,11.6667,-9.5,72.32,93.0,70.0,2.01,broken clouds
557,Sargatskoye,RU,2022-07-23 03:13:03,55.6101,73.4972,63.68,72.0,100.0,11.23,overcast clouds
558,Davila,PH,2022-07-23 03:13:05,18.4726,120.5763,86.61,70.0,7.0,3.58,clear sky
559,Sibu,MY,2022-07-23 03:13:07,2.3,111.8167,88.72,60.0,75.0,2.13,broken clouds
560,Nantucket,US,2022-07-23 03:14:09,41.2835,-70.0995,78.91,76.0,40.0,6.91,mist
561,Oildale,US,2022-07-23 03:14:11,35.4197,-119.0195,96.82,15.0,0.0,4.61,clear sky
562,Naryan-mar,RU,2022-07-23 03:14:13,67.6713,53.087,49.77,93.0,100.0,12.64,overcast clouds
563,Tulun,RU,2022-07-23 03:14:15,54.5611,100.5792,62.11,89.0,100.0,9.53,light rain
564,Senanga,ZM,2022-07-23 03:14:17,-16.1167,23.2667,58.71,53.0,82.0,5.26,broken clouds
565,Maragogi,BR,2022-07-23 03:14:18,-9.0122,-35.2225,73.71,86.0,99.0,8.37,overcast clouds
566,Helvecia,HU,2022-07-23 03:14:22,46.8366,19.6225,66.09,63.0,0.0,0.0,clear sky
567,Tokonou,GN,2022-07-23 03:14:24,9.65,-9.7833,67.21,98.0,100.0,5.06,overcast clouds
568,Padron,ES,2022-07-23 03:14:26,42.7388,-8.6606,63.12,84.0,6.0,5.75,clear sky
569,Serenje,ZM,2022-07-23 03:14:28,-13.2325,30.2352,50.14,88.0,2.0,4.03,clear sky
570,Iquique,CL,2022-07-23 03:13:58,-20.2208,-70.1431,59.04,79.0,69.0,2.59,broken clouds
571,Vila franca do campo,PT,2022-07-23 03:14:31,37.7167,-25.4333,70.2,85.0,98.0,1.54,overcast clouds
572,Sri aman,MY,2022-07-23 03:14:33,1.2376,111.4621,87.3,64.0,52.0,2.84,broken clouds
573,Mahanje,TZ,2022-07-23 03:14:35,-9.9333,35.3333,53.51,89.0,6.0,1.57,clear sky
574,Esfarayen,IR,2022-07-23 03:14:37,37.0765,57.5101,74.84,60.0,16.0,5.68,few clouds
575,Peleduy,RU,2022-07-23 03:14:38,59.6289,112.7406,83.3,47.0,100.0,6.11,overcast clouds
576,Sinazongwe,ZM,2022-07-23 03:14:40,-17.2614,27.4618,64.74,66.0,50.0,4.59,scattered clouds
577,Trollhattan,SE,2022-07-23 03:14:42,58.2333,12.4167,58.77,88.0,100.0,8.05,overcast clouds
578,Saskylakh,RU,2022-07-23 03:10:45,71.9167,114.0833,58.73,52.0,99.0,6.67,overcast clouds
579,Marau,BR,2022-07-23 03:14:45,-28.4492,-52.2,61.66,92.0,98.0,2.77,overcast clouds
580,Key largo,US,2022-07-23 03:14:47,25.0865,-80.4473,84.0,59.0,55.0,12.26,broken clouds
581,Peno,RU,2022-07-23 03:14:49,56.9262,32.7426,59.11,80.0,25.0,4.0,scattered clouds
582,Tupik,RU,2022-07-23 03:14:51,54.4253,119.9327,75.83,58.0,37.0,9.4,scattered clouds
583,Turiacu,BR,2022-07-23 03:14:53,-1.6633,-45.3717,73.08,95.0,42.0,3.36,scattered clouds
584,Zogno,IT,2022-07-23 03:14:55,45.7919,9.6562,78.12,55.0,0.0,5.75,clear sky
585,Bagan,RU,2022-07-23 03:14:57,54.1001,77.6646,67.6,52.0,5.0,9.19,clear sky
586,Tura,RU,2022-07-23 03:14:59,25.5198,90.2201,82.51,78.0,100.0,1.63,overcast clouds
587,Lebu,CL,2022-07-23 03:15:00,-37.6167,-73.65,53.06,95.0,100.0,13.78,light rain
588,Pacific grove,US,2022-07-23 03:14:02,36.6177,-121.9166,69.03,79.0,0.0,9.22,clear sky
589,Impfondo,CG,2022-07-23 03:15:04,1.6381,18.0667,68.45,98.0,100.0,2.46,overcast clouds
590,Grand gaube,MU,2022-07-23 03:12:33,-20.0064,57.6608,69.39,71.0,1.0,5.01,clear sky
591,Quixada,BR,2022-07-23 03:15:07,-4.9714,-39.0153,71.49,87.0,77.0,4.41,broken clouds
592,Uppsala,SE,2022-07-23 03:15:09,60.0,17.75,54.84,100.0,100.0,8.05,overcast clouds
593,Kinkala,CG,2022-07-23 03:15:11,-4.3614,14.7644,66.61,83.0,86.0,2.98,overcast clouds
594,Makungu,TZ,2022-07-23 03:15:13,-8.7333,35.2833,52.02,94.0,3.0,2.26,clear sky
595,Loandjili,CG,2022-07-23 03:13:54,-4.7561,11.8578,67.69,91.0,39.0,5.55,scattered clouds
596,Turinskaya sloboda,RU,2022-07-23 03:15:19,57.6232,64.3858,61.95,67.0,25.0,6.85,scattered clouds
597,Den helder,NL,2022-07-23 03:12:57,52.9599,4.7593,58.98,91.0,40.0,2.3,mist
598,Diapaga,BF,2022-07-23 03:15:22,12.0708,1.7889,74.75,88.0,74.0,7.4,broken clouds
599,Rancharia,BR,2022-07-23 03:15:24,-22.2292,-50.8931,66.34,42.0,88.0,5.61,overcast clouds
600,Chipinge,ZW,2022-07-23 03:15:26,-20.1883,32.6236,50.34,89.0,21.0,3.06,few clouds
601,Saint-pierre,PM,2022-07-23 03:07:10,-21.3393,55.4781,66.9,73.0,0.0,5.75,clear sky
602,Black river,JM,2022-07-23 03:15:30,18.0264,-77.8487,80.29,81.0,88.0,3.94,overcast clouds
603,Reading,US,2022-07-23 03:10:38,51.4562,-0.9711,63.45,76.0,65.0,1.01,broken clouds
604,Belchatow,PL,2022-07-23 03:15:33,51.3688,19.3567,68.05,73.0,4.0,2.26,clear sky
605,Bull savanna,JM,2022-07-23 03:12:07,17.8868,-77.5902,77.49,83.0,89.0,7.27,overcast clouds
606,Bantva,IN,2022-07-23 03:15:37,21.4864,70.0689,78.62,80.0,100.0,13.49,overcast clouds
607,Yar-sale,RU,2022-07-23 03:11:08,66.8333,70.8333,46.29,92.0,100.0,12.97,overcast clouds
608,Querfurt,DE,2022-07-23 03:16:40,51.3833,11.6,64.22,96.0,94.0,3.11,light rain
609,Gweru,ZW,2022-07-23 03:16:42,-19.45,29.8167,49.32,79.0,7.0,4.41,clear sky
610,Marica,BR,2022-07-23 03:16:44,-22.9194,-42.8186,66.15,89.0,4.0,5.91,clear sky
611,Ouesso,CG,2022-07-23 03:16:46,1.6136,16.0517,69.39,98.0,100.0,2.28,overcast clouds
612,Turukhansk,RU,2022-07-23 03:16:48,65.8167,87.9833,73.33,52.0,29.0,19.26,scattered clouds
613,Sayansk,RU,2022-07-23 03:16:50,54.1088,102.1648,56.41,98.0,100.0,4.47,light rain
614,Abancay,PE,2022-07-23 03:16:52,-13.6339,-72.8814,53.76,79.0,7.0,1.48,clear sky
615,Jibuti,DJ,2022-07-23 03:16:54,11.5,42.5,86.97,37.0,67.0,6.42,broken clouds
616,Owando,CG,2022-07-23 03:16:56,-0.4819,15.8999,69.93,97.0,81.0,1.61,light rain
617,Dicabisagan,PH,2022-07-23 03:16:58,17.0818,122.4157,89.02,62.0,61.0,4.65,broken clouds
618,Lucea,JM,2022-07-23 03:12:35,18.451,-78.1736,76.86,80.0,96.0,13.33,overcast clouds
619,Marigot,GP,2022-07-23 03:17:02,18.0667,-63.0833,81.75,78.0,40.0,18.41,scattered clouds
620,Mahebourg,MU,2022-07-23 03:17:04,-20.4081,57.7,69.26,88.0,40.0,14.97,scattered clouds
621,Bar-le-duc,FR,2022-07-23 03:17:06,48.75,5.1667,64.78,84.0,66.0,2.46,broken clouds
622,Pontevedra,ES,2022-07-23 03:17:08,42.431,-8.6444,65.14,83.0,0.0,6.49,clear sky
623,Acari,PE,2022-07-23 03:17:10,-15.4311,-74.6158,61.86,79.0,21.0,2.71,few clouds
624,Gorom-gorom,BF,2022-07-23 03:17:12,14.4439,-0.2361,86.49,51.0,99.0,10.4,overcast clouds
625,Murdochville,CA,2022-07-23 03:17:14,48.9583,-65.5006,59.88,87.0,0.0,4.59,clear sky
626,Carsamba,TR,2022-07-23 03:17:16,41.1989,36.7219,67.78,100.0,0.0,2.3,clear sky
627,Loughrea,IE,2022-07-23 03:17:17,53.1969,-8.5669,58.8,97.0,100.0,6.64,overcast clouds
628,Vardo,NO,2022-07-23 03:14:25,70.3705,31.1107,53.58,76.0,75.0,3.44,broken clouds
629,Naftalan,AZ,2022-07-23 03:17:21,40.5067,46.825,74.5,42.0,96.0,14.83,overcast clouds
630,Bo rai,TH,2022-07-23 03:17:26,12.5728,102.5371,87.73,72.0,86.0,2.26,overcast clouds
631,Afumati,RO,2022-07-23 03:17:28,44.5167,26.2667,74.91,56.0,0.0,4.61,clear sky
632,Matara,LK,2022-07-23 03:17:29,5.9485,80.5353,80.13,85.0,61.0,14.16,broken clouds
633,Kuytun,RU,2022-07-23 03:17:31,54.3419,101.5036,58.08,95.0,100.0,3.47,light rain
634,Karwar,IN,2022-07-23 03:16:44,14.8,74.1333,79.5,81.0,100.0,8.55,overcast clouds
635,San felipe,VE,2022-07-23 03:14:45,10.3399,-68.7425,71.67,98.0,41.0,2.62,scattered clouds
636,Dothan,US,2022-07-23 03:15:23,31.2232,-85.3905,75.79,96.0,0.0,0.0,clear sky
637,Escanaba,US,2022-07-23 03:17:38,45.7453,-87.0646,72.95,73.0,0.0,3.44,clear sky
638,Savannah bight,HN,2022-07-23 03:17:40,16.45,-85.85,82.17,79.0,100.0,19.01,overcast clouds
639,Suseni,RO,2022-07-23 03:17:41,46.6667,25.55,57.87,76.0,8.0,2.04,clear sky
640,Curup,ID,2022-07-23 03:17:43,-3.4667,102.5333,80.8,62.0,57.0,3.6,broken clouds
641,Enterprise,US,2022-07-23 03:17:45,36.0252,-115.2419,104.22,13.0,75.0,11.5,broken clouds
642,Frontera,MX,2022-07-23 03:17:48,26.9333,-101.45,94.32,32.0,5.0,1.01,clear sky
643,Chifeng,CN,2022-07-23 03:17:50,42.2683,118.9636,66.38,82.0,100.0,3.69,overcast clouds
644,San juan de los morros,VE,2022-07-23 03:17:52,9.9115,-67.3538,70.41,87.0,8.0,3.8,clear sky
645,Petrivka,UA,2022-07-23 03:17:54,46.9695,30.9591,63.28,65.0,0.0,7.87,clear sky
646,Vigrestad,NO,2022-07-23 03:17:55,58.5667,5.7,55.08,83.0,100.0,8.32,overcast clouds
647,Denpasar,ID,2022-07-23 03:17:13,-8.65,115.2167,82.06,74.0,20.0,18.41,few clouds
648,Sobolevo,RU,2022-07-23 03:17:59,54.4299,31.8996,58.93,82.0,0.0,1.14,clear sky
649,Nipawin,CA,2022-07-23 03:18:00,53.3668,-104.0009,59.04,100.0,100.0,5.75,overcast clouds
650,Chiang klang,TH,2022-07-23 03:18:04,19.2938,100.8617,74.48,100.0,100.0,2.06,overcast clouds
651,Norman wells,CA,2022-07-23 03:18:07,65.282,-126.8329,80.64,29.0,75.0,2.3,broken clouds
652,Elizabeth city,US,2022-07-23 03:18:09,36.2946,-76.2511,82.42,86.0,0.0,8.05,clear sky
653,Vitina,GR,2022-07-23 03:18:11,43.2375,17.4839,69.37,46.0,0.0,3.06,clear sky
654,Tucupita,VE,2022-07-23 03:18:13,9.0622,-62.051,72.9,97.0,10.0,3.31,clear sky
655,Visnes,NO,2022-07-23 03:19:15,59.3556,5.2242,56.21,87.0,20.0,4.61,few clouds
656,Sueyoshi,JP,2022-07-23 03:19:17,31.65,131.0167,83.37,47.0,70.0,2.64,broken clouds
657,Ende,ID,2022-07-23 03:19:19,-8.8432,121.6623,81.3,63.0,23.0,5.55,few clouds
658,Trincomalee,LK,2022-07-23 03:19:21,8.5711,81.2335,82.42,74.0,88.0,18.01,overcast clouds
659,Kyren,RU,2022-07-23 03:19:23,51.6828,102.1408,62.17,78.0,100.0,3.33,overcast clouds
660,Dali,CN,2022-07-23 03:19:25,25.7,100.1833,69.71,81.0,100.0,1.36,overcast clouds
661,Dinar,TR,2022-07-23 03:19:27,38.065,30.1656,64.36,55.0,0.0,5.99,clear sky
662,Villa bruzual,VE,2022-07-23 03:19:29,9.3328,-69.1208,72.93,91.0,40.0,3.85,scattered clouds
663,Kattivakkam,IN,2022-07-23 03:19:31,13.2167,80.3167,84.29,91.0,100.0,6.93,overcast clouds
664,Sukumo,JP,2022-07-23 03:19:33,32.9333,132.7333,85.71,57.0,19.0,7.81,few clouds
665,Pohrebyshche,UA,2022-07-23 03:19:35,49.4864,29.2636,58.1,82.0,0.0,4.65,clear sky
666,Kysyl-syr,RU,2022-07-23 03:19:37,63.8986,122.7617,75.92,56.0,96.0,3.47,overcast clouds
667,Durusu,TR,2022-07-23 03:19:38,41.3053,28.6767,68.85,77.0,0.0,4.0,clear sky
668,Wattegama,LK,2022-07-23 03:19:40,6.7989,81.4808,81.66,71.0,76.0,5.86,broken clouds
669,Dandong,CN,2022-07-23 03:19:42,40.1292,124.3947,75.78,85.0,100.0,10.2,moderate rain
670,Weligama,LK,2022-07-23 03:19:44,5.9667,80.4167,79.83,86.0,61.0,14.34,broken clouds
671,Havelock,US,2022-07-23 03:19:46,34.8791,-76.9013,82.35,91.0,0.0,6.91,clear sky
672,Bensonville,LR,2022-07-23 03:19:48,6.4461,-10.6125,73.78,84.0,82.0,3.29,broken clouds
673,Kavaratti,IN,2022-07-23 03:19:50,10.5669,72.642,81.14,78.0,100.0,19.26,overcast clouds
674,Kichera,RU,2022-07-23 03:19:52,55.9375,110.0997,81.61,50.0,17.0,9.28,light rain
675,Buchanan,LR,2022-07-23 03:19:55,5.8808,-10.0467,75.54,78.0,90.0,6.55,overcast clouds
676,Ishigaki,JP,2022-07-23 03:19:57,24.3448,124.1572,91.53,66.0,40.0,8.05,scattered clouds
677,Road town,VG,2022-07-23 03:19:59,18.4167,-64.6167,80.69,73.0,1.0,21.43,clear sky
678,Redcar,GB,2022-07-23 03:20:00,54.6166,-1.06,56.28,73.0,95.0,5.61,overcast clouds
679,Poltava,UA,2022-07-23 03:20:03,49.5937,34.5407,56.7,94.0,1.0,9.06,clear sky
680,Kyzyl,RU,2022-07-23 03:16:02,51.7,94.45,61.45,65.0,99.0,5.82,overcast clouds
681,Shache,CN,2022-07-23 03:20:07,38.4167,77.2406,90.36,11.0,0.0,4.12,clear sky
682,Navahrudak,BY,2022-07-23 03:20:10,53.6,25.8333,60.21,87.0,0.0,6.64,clear sky
683,Ponta do sol,CV,2022-07-23 03:20:12,32.6667,-17.1,70.72,65.0,12.0,4.97,few clouds
684,Goalpara,IN,2022-07-23 03:20:14,26.1667,90.6167,86.47,75.0,100.0,6.55,overcast clouds
685,Orsha,BY,2022-07-23 03:20:16,54.5153,30.4053,58.95,82.0,0.0,2.95,clear sky
686,Praia,CV,2022-07-23 03:20:18,14.9215,-23.5087,77.54,83.0,75.0,1.14,broken clouds
687,Sao jose da coroa grande,BR,2022-07-23 03:20:20,-8.8978,-35.1478,74.25,84.0,99.0,8.48,overcast clouds
688,Harer,ET,2022-07-23 03:20:22,9.3094,42.1258,56.25,84.0,98.0,8.12,overcast clouds
689,Ribeira brava,CV,2022-07-23 03:20:24,32.65,-17.0667,70.72,65.0,11.0,5.14,few clouds
690,Asau,TV,2022-07-23 03:20:25,46.4333,26.4,58.28,62.0,35.0,3.94,scattered clouds
691,Grinnell,US,2022-07-23 03:20:29,41.743,-92.7224,82.38,78.0,0.0,8.05,clear sky
692,Sal rei,CV,2022-07-23 03:20:32,16.1833,-22.9167,76.08,78.0,53.0,3.94,broken clouds
693,Saint-junien,FR,2022-07-23 03:19:35,45.8833,0.9,64.98,92.0,73.0,2.42,broken clouds
694,Santa maria,CV,2022-07-23 03:20:02,-29.6842,-53.8069,63.09,96.0,84.0,1.32,moderate rain
695,Sao filipe,CV,2022-07-23 03:20:37,14.8961,-24.4956,74.53,83.0,56.0,1.23,broken clouds
696,Inirida,CO,2022-07-23 03:20:39,3.8653,-67.9239,73.17,98.0,100.0,2.35,overcast clouds
697,Jijiga,ET,2022-07-23 03:20:41,9.35,42.8,58.41,83.0,72.0,18.19,broken clouds
698,Shanhetun,CN,2022-07-23 03:20:43,44.7,127.2,78.49,65.0,34.0,3.36,scattered clouds
699,Shanting,CN,2022-07-23 03:20:44,35.0753,117.4578,74.12,85.0,100.0,12.12,overcast clouds
700,Jimma,ET,2022-07-23 03:20:46,7.6667,36.8333,59.14,97.0,98.0,1.21,light rain
701,Vila do maio,CV,2022-07-23 03:16:10,15.1333,-23.2167,77.79,81.0,63.0,1.21,broken clouds
702,Jinka,ET,2022-07-23 03:21:50,5.65,36.65,61.86,67.0,61.0,4.97,broken clouds
703,Sao jose do belmonte,BR,2022-07-23 03:21:52,-7.8614,-38.7597,66.52,89.0,72.0,11.32,broken clouds
704,Aban,RU,2022-07-23 03:21:55,56.67,96.06,69.87,57.0,100.0,4.68,overcast clouds
705,Santa lucia,PE,2022-07-23 03:21:56,27.9117,-15.5407,69.76,88.0,20.0,20.71,few clouds
706,Znamenskoye,RU,2022-07-23 03:21:58,57.1281,73.8282,61.97,64.0,63.0,3.13,broken clouds
707,Borsad,IN,2022-07-23 03:22:01,22.4167,72.9,80.64,82.0,100.0,9.95,overcast clouds
708,Santiago de cao,PE,2022-07-23 03:22:03,-7.9589,-79.2392,60.93,88.0,100.0,8.05,fog
709,Sterling,US,2022-07-23 03:17:07,39.0062,-77.4286,84.27,77.0,40.0,5.99,scattered clouds
710,Amet,IN,2022-07-23 03:22:06,25.3,73.9333,77.54,83.0,100.0,3.58,moderate rain
711,Boa vista,BR,2022-07-23 03:22:08,2.8197,-60.6733,82.38,78.0,75.0,3.44,broken clouds
712,Shenjiamen,CN,2022-07-23 03:22:10,29.9576,122.298,84.24,78.0,73.0,7.58,broken clouds
713,Santiago,PE,2022-07-23 03:17:30,-33.4569,-70.6483,55.33,67.0,0.0,3.44,clear sky
714,Boca do acre,BR,2022-07-23 03:22:15,-8.7522,-67.3978,73.96,83.0,3.0,2.04,clear sky
715,Armeria,MX,2022-07-23 03:22:17,18.9333,-103.9667,79.88,87.0,94.0,0.27,overcast clouds
716,Amla,IN,2022-07-23 03:22:19,21.9333,78.1167,70.47,98.0,100.0,5.08,overcast clouds
717,San vicente de canete,PE,2022-07-23 03:22:21,-13.0751,-76.3835,60.66,85.0,12.0,4.79,few clouds
718,Novyye burasy,RU,2022-07-23 03:22:23,52.1324,46.0714,61.52,78.0,40.0,4.92,scattered clouds
719,Caruray,PH,2022-07-23 03:22:25,10.3094,119.0128,86.92,69.0,89.0,3.94,overcast clouds
720,Saint-nazaire,FR,2022-07-23 03:22:27,47.2833,-2.2,57.18,90.0,0.0,4.61,clear sky
721,Lazaro cardenas,MX,2022-07-23 03:21:56,17.9583,-102.2,80.46,79.0,100.0,1.7,overcast clouds
722,Provideniya,RU,2022-07-23 03:22:30,64.3833,-173.3,50.52,65.0,97.0,5.06,overcast clouds
723,Bom jardim,BR,2022-07-23 03:22:32,-7.7958,-35.5872,65.68,96.0,98.0,4.16,overcast clouds
724,Shitanjing,CN,2022-07-23 03:22:34,39.2342,106.3439,79.74,20.0,0.0,5.79,clear sky
725,Sechura,PE,2022-07-23 03:22:36,-5.5569,-80.8222,63.93,81.0,7.0,7.34,clear sky
726,Aklavik,CA,2022-07-23 03:22:38,68.2191,-135.0107,57.9,81.0,100.0,11.92,light rain
727,Bom jesus,BR,2022-07-23 03:22:39,-9.0744,-44.3586,71.8,53.0,80.0,3.58,broken clouds
728,Pafos,CY,2022-07-23 03:22:41,34.7667,32.4167,73.18,38.0,0.0,8.05,clear sky
729,Lipari,IT,2022-07-23 03:22:45,38.4674,14.954,76.32,64.0,0.0,1.81,clear sky
730,Psebay,RU,2022-07-23 03:22:47,44.1234,40.8107,58.53,82.0,96.0,5.03,overcast clouds
731,Bundaberg,AU,2022-07-23 03:22:12,-24.85,152.35,72.21,66.0,92.0,7.0,overcast clouds
732,Kidal,ML,2022-07-23 03:22:51,18.4411,1.4078,92.32,20.0,15.0,5.32,few clouds
733,Velyka bahachka,UA,2022-07-23 03:22:53,49.7912,33.7226,56.93,96.0,2.0,8.16,clear sky
734,Busselton,AU,2022-07-23 03:22:55,-33.65,115.3333,59.9,83.0,100.0,27.31,overcast clouds
735,Krasnaya gorka,RU,2022-07-23 03:22:58,55.1962,56.6673,63.48,78.0,1.0,0.38,clear sky
736,Byron bay,AU,2022-07-23 03:23:00,-28.65,153.6167,62.94,82.0,93.0,19.01,overcast clouds
737,Kolondieba,ML,2022-07-23 03:23:02,11.0882,-6.8926,73.17,91.0,94.0,3.83,overcast clouds
738,Seoul,KR,2022-07-23 03:18:17,37.5683,126.9778,81.97,69.0,75.0,9.22,broken clouds
739,Velyka mykhaylivka,UA,2022-07-23 03:23:05,47.0794,29.8514,62.8,62.0,0.0,6.42,clear sky
740,Chico,US,2022-07-23 03:23:07,39.7285,-121.8375,94.89,23.0,0.0,10.74,clear sky
741,Markova,RU,2022-07-23 03:23:08,48.6758,24.4138,64.94,61.0,5.0,4.09,clear sky
742,Cairns,AU,2022-07-23 03:23:10,-16.9167,145.7667,83.07,56.0,12.0,10.36,few clouds
743,Caucaia,BR,2022-07-23 03:23:12,-3.7361,-38.6531,78.75,82.0,0.0,10.36,clear sky
744,Jalingo,NG,2022-07-23 03:23:14,8.8833,11.3667,72.39,95.0,100.0,2.19,light rain
745,Castrillon,ES,2022-07-23 03:23:16,43.3979,-6.7922,54.43,98.0,32.0,2.37,scattered clouds
746,Svetlyy,RU,2022-07-23 03:23:17,54.675,20.1347,61.97,85.0,85.0,6.29,overcast clouds
747,Verkhnevilyuysk,RU,2022-07-23 03:23:19,63.4453,120.3167,75.34,57.0,96.0,3.24,overcast clouds
748,Tucumcari,US,2022-07-23 03:19:26,35.1717,-103.725,81.95,50.0,0.0,11.5,clear sky
749,Maromitsa,RU,2022-07-23 03:24:22,59.8683,48.0123,63.14,77.0,68.0,4.16,broken clouds
750,Selikhino,RU,2022-07-23 03:24:24,50.3672,137.4996,65.35,80.0,100.0,8.14,overcast clouds
751,Carnarvon,AU,2022-07-23 03:24:26,-24.8667,113.6333,67.66,52.0,77.0,9.19,broken clouds
752,Nara,ML,2022-07-23 03:24:28,34.6851,135.8049,87.49,35.0,59.0,8.16,broken clouds
753,Itarema,BR,2022-07-23 03:24:30,-2.9248,-39.9167,78.96,79.0,21.0,17.25,few clouds
754,Casino,AU,2022-07-23 03:24:32,-28.8667,153.05,62.78,69.0,44.0,10.83,scattered clouds
755,George town,KY,2022-07-23 03:24:34,5.4112,100.3354,87.73,81.0,20.0,3.44,few clouds
756,Cervo,ES,2022-07-23 03:24:35,43.6702,-7.4101,62.96,80.0,29.0,11.59,scattered clouds
757,West bay,KY,2022-07-23 03:24:37,19.3667,-81.4167,84.99,85.0,20.0,10.36,few clouds
758,Charters towers,AU,2022-07-23 03:24:39,-20.1,146.2667,71.91,45.0,0.0,9.31,clear sky
759,Hermanus,ZA,2022-07-23 03:24:41,-34.4187,19.2345,52.81,79.0,82.0,10.4,broken clouds
760,Verkhniy rohachyk,UA,2022-07-23 03:24:42,47.2505,34.338,64.53,79.0,0.0,12.1,clear sky
761,Zhicheng,CN,2022-07-23 03:24:44,30.2956,111.5047,75.4,92.0,100.0,4.63,overcast clouds
762,Karachi,PK,2022-07-23 03:24:46,24.9056,67.0822,84.02,79.0,75.0,11.5,broken clouds
763,Aksay,KZ,2022-07-23 03:24:48,47.26,39.87,65.25,55.0,34.0,5.01,scattered clouds
764,San mateo del mar,MX,2022-07-23 03:24:50,16.2,-95.0,84.83,71.0,100.0,22.46,overcast clouds
765,Chipiona,ES,2022-07-23 03:24:51,36.7366,-6.437,77.31,73.0,0.0,6.91,clear sky
766,Colac,AU,2022-07-23 03:24:53,-38.3333,143.5833,52.18,93.0,100.0,9.35,light rain
767,Taoudenni,ML,2022-07-23 03:24:55,22.6783,-3.9836,94.98,18.0,13.0,6.42,few clouds
768,Collie,AU,2022-07-23 03:24:57,-33.3667,116.15,55.9,92.0,80.0,14.2,light rain
769,Muisne,EC,2022-07-23 03:24:59,0.6,-80.0333,71.92,83.0,89.0,7.43,overcast clouds
770,Tenenkou,ML,2022-07-23 03:25:00,14.4572,-4.9169,85.19,52.0,100.0,6.6,overcast clouds
771,Cerro largo,BR,2022-07-23 03:25:03,-28.1486,-54.7381,64.24,92.0,92.0,6.33,overcast clouds
772,Zhongshu,CN,2022-07-23 03:25:04,24.5167,103.7667,69.22,79.0,100.0,4.0,overcast clouds
773,Tessalit,ML,2022-07-23 03:25:06,20.1986,1.0114,92.46,21.0,75.0,6.46,broken clouds
774,Cooma,AU,2022-07-23 03:25:08,-36.2333,149.1333,54.16,57.0,99.0,4.76,light rain
775,Jurm,AF,2022-07-23 03:25:10,36.8648,70.8342,83.91,23.0,60.0,1.72,broken clouds
776,Kathu,ZA,2022-07-23 03:25:11,7.9178,98.3332,82.22,99.0,100.0,2.3,overcast clouds
777,Bjaeverskov,DK,2022-07-23 03:25:13,55.4576,12.0365,57.79,100.0,100.0,5.75,mist
778,San patricio,MX,2022-07-23 03:25:15,28.017,-97.5169,84.83,74.0,5.0,14.12,clear sky
779,Akyab,MM,2022-07-23 03:25:18,20.15,92.9,79.03,87.0,100.0,10.45,heavy intensity rain
780,Muroto,JP,2022-07-23 03:25:20,33.2833,134.15,79.54,74.0,39.0,8.28,scattered clouds
781,Zhuanghe,CN,2022-07-23 03:25:22,39.7008,122.9911,77.43,78.0,100.0,6.91,light rain
782,Synya,RU,2022-07-23 03:25:24,65.3718,58.0387,45.12,94.0,100.0,5.26,moderate rain
783,Serebryanyy bor,RU,2022-07-23 03:25:26,56.8,124.8,78.78,46.0,98.0,7.61,overcast clouds
784,San quintin,MX,2022-07-23 03:25:28,30.4833,-115.95,66.69,83.0,15.0,9.57,few clouds
785,Atasu,KZ,2022-07-23 03:25:29,48.6814,71.6433,73.49,32.0,96.0,1.32,overcast clouds
786,Chauk,MM,2022-07-23 03:25:31,20.8833,94.8167,82.62,73.0,100.0,13.82,overcast clouds
787,Pedernales,EC,2022-07-23 03:25:33,18.0384,-71.744,81.54,70.0,100.0,5.32,overcast clouds
788,Khanpur,PK,2022-07-23 03:25:35,28.6453,70.6567,88.54,65.0,99.0,8.21,overcast clouds
789,Atbasar,KZ,2022-07-23 03:25:37,51.8,68.3333,67.95,57.0,1.0,4.68,clear sky
790,Dawei,MM,2022-07-23 03:25:38,14.0833,98.2,77.43,89.0,100.0,2.66,overcast clouds
